ALL_ID	PHE_NAME	BETA	SE	T_STAT	P	ADJ_P
A_206	Alanine_aminotransferase	0.0306926	0.030354400000000004	1.01114	0.31195	1.0
DPB1_1001	Alanine_aminotransferase	0.0103227	0.010462200000000001	0.986663	0.323809	1.0
DQB1_609	Alanine_aminotransferase	0.0122973	0.0126177	0.974607	0.329756	1.0
A_6801	Alanine_aminotransferase	-0.00683916	0.0073336	-0.932579	0.351038	1.0
DRB1_1301	Alanine_aminotransferase	0.00535447	0.00578067	0.926272	0.35430500000000004	1.0
B_1517	Alanine_aminotransferase	-0.028314799999999998	0.030636400000000005	-0.924222	0.35537199999999997	1.0
C_1402	Alanine_aminotransferase	0.011743700000000001	0.013181799999999999	0.890901	0.372983	1.0
B_4102	Alanine_aminotransferase	-0.0192919	0.0217393	-0.8874219999999999	0.37485300000000005	1.0
A_3001	Alanine_aminotransferase	-0.0108	0.012496799999999999	-0.864225	0.387465	1.0
DRB1_1201	Alanine_aminotransferase	-0.00907263	0.0107074	-0.8473219999999999	0.396816	1.0
DPB1_501	Alanine_aminotransferase	-0.00749677	0.00891594	-0.840828	0.400445	1.0
DRB1_806	Alanine_aminotransferase	-0.044498699999999995	0.0537876	-0.827303	0.408066	1.0
B_4101	Alanine_aminotransferase	-0.0227863	0.028603700000000003	-0.796619	0.42567299999999997	1.0
DPB1_1601	Alanine_aminotransferase	0.0238643	0.0305123	0.782122	0.43414300000000006	1.0
B_1503	Alanine_aminotransferase	-0.0390251	0.05237130000000001	-0.745162	0.45617399999999997	1.0
B_1302	Alanine_aminotransferase	-0.00676813	0.00914295	-0.7402569999999999	0.45914499999999997	1.0
A_3004	Alanine_aminotransferase	0.0296755	0.0405586	0.731669	0.464371	1.0
A_2608	Alanine_aminotransferase	-0.0327081	0.0478136	-0.684075	0.493928	1.0
DRB1_1303	Alanine_aminotransferase	0.00896657	0.0138946	0.6453260000000001	0.518716	1.0
DRB1_405	Alanine_aminotransferase	0.012049299999999999	0.018736799999999998	0.643081	0.5201720000000001	1.0
A_3303	Alanine_aminotransferase	-0.0188317	0.0299598	-0.628566	0.529634	1.0
A_202	Alanine_aminotransferase	-0.030566399999999997	0.0487675	-0.626777	0.530806	1.0
DQB1_503	Alanine_aminotransferase	0.00530331	0.00861121	0.615861	0.537986	1.0
B_705	Alanine_aminotransferase	0.021663400000000003	0.0353995	0.61197	0.540558	1.0
B_3801	Alanine_aminotransferase	-0.00935172	0.0153017	-0.611156	0.541097	1.0
DQB1_502	Alanine_aminotransferase	-0.00958646	0.015899700000000003	-0.602935	0.546552	1.0
A_6802	Alanine_aminotransferase	-0.00974471	0.0164945	-0.590785	0.554665	1.0
B_4002	Alanine_aminotransferase	0.0075362	0.014425799999999997	0.52241	0.601386	1.0
DRB1_407	Alanine_aminotransferase	0.0166542	0.0320087	0.520302	0.602854	1.0
B_5108	Alanine_aminotransferase	0.026136200000000002	0.0527295	0.495666	0.6201300000000001	1.0
DPA1_104	Alanine_aminotransferase	-0.00869021	0.0184277	-0.471584	0.637224	1.0
B_4701	Alanine_aminotransferase	0.0106947	0.022708199999999998	0.47096000000000005	0.63767	1.0
B_4501	Alanine_aminotransferase	-0.00722031	0.015583600000000001	-0.46332700000000004	0.643131	1.0
B_5501	Alanine_aminotransferase	0.00412396	0.00938096	0.439609	0.66022	1.0
DQB1_202	Alanine_aminotransferase	0.00311898	0.00720491	0.43289700000000003	0.66509	1.0
DQB1_304	Alanine_aminotransferase	-0.0158849	0.036902	-0.430462	0.66686	1.0
DPB1_101	Alanine_aminotransferase	-0.00213657	0.00532515	-0.401223	0.6882560000000001	1.0
B_4405	Alanine_aminotransferase	0.0149374	0.0377564	0.395625	0.6923819999999999	1.0
B_3508	Alanine_aminotransferase	0.0169834	0.0432333	0.392832	0.694444	1.0
A_302	Alanine_aminotransferase	0.014903200000000002	0.038761199999999996	0.38448699999999997	0.7006180000000001	1.0
A_205	Alanine_aminotransferase	0.00528473	0.0147127	0.359195	0.719449	1.0
DRB5_202	Alanine_aminotransferase	-0.00548699	0.015518899999999999	-0.353569	0.723662	1.0
DQA1_303	Alanine_aminotransferase	-0.015239500000000001	0.043189099999999994	-0.352856	0.724197	1.0
B_5301	Alanine_aminotransferase	0.00913267	0.0260978	0.34994000000000003	0.726384	1.0
DQA1_103	Alanine_aminotransferase	-0.00171908	0.00554445	-0.310055	0.7565189999999999	1.0
A_301	Alanine_aminotransferase	-0.00102568	0.00356632	-0.287601	0.773652	1.0
DPB1_1401	Alanine_aminotransferase	0.00437756	0.015247499999999999	0.2871	0.774036	1.0
B_1401	Alanine_aminotransferase	0.00325468	0.0117961	0.275911	0.782617	1.0
A_211	Alanine_aminotransferase	0.0140161	0.051599900000000004	0.27163000000000004	0.785907	1.0
DQB1_402	Alanine_aminotransferase	0.00240563	0.00897685	0.26798099999999997	0.788714	1.0
B_4402	Alanine_aminotransferase	0.00104144	0.00399511	0.260678	0.794341	1.0
DQA1_601	Alanine_aminotransferase	0.00647932	0.025203299999999998	0.25708200000000003	0.797115	1.0
B_3502	Alanine_aminotransferase	0.00923293	0.0384745	0.239975	0.81035	1.0
B_3501	Alanine_aminotransferase	0.00145913	0.00620802	0.23504	0.814178	1.0
C_1604	Alanine_aminotransferase	0.0126649	0.054100800000000004	0.23409699999999997	0.814909	1.0
B_3906	Alanine_aminotransferase	0.00350468	0.015544899999999999	0.225454	0.821626	1.0
DPB1_2301	Alanine_aminotransferase	-0.00908256	0.0437201	-0.20774299999999998	0.8354299999999999	1.0
DRB1_801	Alanine_aminotransferase	-0.00199003	0.00967644	-0.20565799999999998	0.837058	1.0
DRB1_1001	Alanine_aminotransferase	0.00321277	0.0166252	0.193247	0.846766	1.0
DRB1_103	Alanine_aminotransferase	0.00183785	0.00984205	0.18673399999999998	0.8518690000000001	1.0
B_2702	Alanine_aminotransferase	0.00821842	0.0500312	0.164266	0.8695219999999999	1.0
C_303	Alanine_aminotransferase	0.000863988	0.00553426	0.156116	0.875941	1.0
C_1602	Alanine_aminotransferase	0.00457415	0.0309993	0.147557	0.8826930000000001	1.0
DQA1_401	Alanine_aminotransferase	-0.00133962	0.00909474	-0.147296	0.882899	1.0
A_2501	Alanine_aminotransferase	-0.00145857	0.0105103	-0.138776	0.8896280000000001	1.0
DRB1_1601	Alanine_aminotransferase	-0.00228087	0.0178082	-0.128079	0.898086	1.0
C_1505	Alanine_aminotransferase	0.00670785	0.0527313	0.127208	0.898776	1.0
B_1501	Alanine_aminotransferase	0.00057717	0.00530763	0.10874400000000001	0.9134059999999999	1.0
DRB1_1401	Alanine_aminotransferase	-0.000984837	0.00936645	-0.105145	0.9162610000000001	1.0
DPA1_105	Alanine_aminotransferase	0.00527814	0.053029599999999996	0.09953189999999999	0.920716	1.0
DPB1_2001	Alanine_aminotransferase	0.00350344	0.0456764	0.0767013	0.9388610000000001	1.0
A_201	Alanine_aminotransferase	-0.000136823	0.00283469	-0.0482674	0.9615030000000001	1.0
A_6601	Alanine_aminotransferase	-0.00114512	0.023855099999999997	-0.048003199999999996	0.961714	1.0
A_3201	Alanine_aminotransferase	-0.000320877	0.00685611	-0.0468016	0.9626709999999999	1.0
B_5601	Alanine_aminotransferase	0.0009212210000000001	0.025086	0.0367226	0.970706	1.0
DRB1_804	Alanine_aminotransferase	-0.00148881	0.044187800000000006	-0.033692900000000005	0.9731219999999999	1.0
B_3503	Alanine_aminotransferase	0.00027597900000000004	0.0147178	0.018751300000000002	0.9850389999999999	1.0
C_501	Alanine_aminotransferase	-6.80742e-05	0.00394392	-0.017260499999999998	0.9862290000000001	1.0
DRB1_1102	Alanine_aminotransferase	-9.67552e-05	0.029747500000000003	-0.00325255	0.9974049999999999	1.0
DRB1_803	Alanine_aminotransferase	-2.46641e-05	0.025701400000000003	-0.0009596380000000001	0.9992340000000001	1.0
C_1601	Albumin	-0.0429991	0.00636371	-6.75692	1.41218e-11	3.5860045131682774e-09
A_2902	Albumin	-0.0424531	0.00648389	-6.54747	5.86159e-11	1.3535100659889497e-08
DRB1_301	Albumin	-0.023646	0.00368634	-6.41451	1.4149600000000002e-10	3.048026559496171e-08
B_4001	Albumin	0.036722500000000005	0.00574195	6.3954699999999995	1.60291e-10	3.441349633717237e-08
DQB1_201	Albumin	-0.023112999999999998	0.00368529	-6.27168	3.57672e-10	7.312167703808018e-08
DQA1_501	Albumin	-0.018690900000000003	0.0031695	-5.8971	3.7035999999999995e-09	6.754174241420703e-07
DRB3_9901	Albumin	-0.015007	0.00278325	-5.39191	6.976939999999999e-08	1.0513473813349789e-05
DRB5_101	Albumin	0.018717599999999997	0.00373542	5.01085	5.42228e-07	6.989457134527563e-05
DRB1_1501	Albumin	0.0186748	0.00374413	4.9877400000000005	6.11233e-07	7.800629599685708e-05
DRB5_9901	Albumin	0.018155200000000003	0.00366023	4.96013	7.048640000000001e-07	8.872091298141697e-05
DQA1_102	Albumin	0.0164938	0.00334744	4.92729	8.34248e-07	0.00010298706435837751
DRB3_101	Albumin	-0.0169234	0.00351775	-4.81086	1.50358e-06	0.000179072387257677
DQB1_602	Albumin	0.018255900000000002	0.00379841	4.80618	1.53917e-06	0.00018264406602652733
C_704	Albumin	0.0463779	0.00996919	4.6521300000000005	3.28675e-06	0.00037015418522008475
DQB1_501	Albumin	0.0182204	0.00401943	4.53308	5.8153899999999996e-06	0.0006295279258993198
C_802	Albumin	0.0306366	0.00705743	4.34105	1.41852e-05	0.001429508951712354
B_4403	Albumin	-0.0237242	0.00559967	-4.2367099999999995	2.26884e-05	0.0022100866635925997
C_304	Albumin	0.0202095	0.00486724	4.15214	3.2947e-05	0.0030920792932344855
C_401	Albumin	0.0188428	0.00474566	3.97054	7.172810000000001e-05	0.006188811280935066
C_202	Albumin	-0.027807099999999998	0.00704119	-3.94921	7.84282e-05	0.0067217333209527216
DQA1_101	Albumin	0.014646600000000001	0.00375403	3.90156	9.55951e-05	0.008063838537933004
DRB1_101	Albumin	0.016723	0.0045682	3.66074	0.000251529	0.01973902098609496
DPB1_101	Albumin	-0.0199835	0.00556706	-3.5896	0.00033123800000000003	0.025373885942287025
B_4402	Albumin	0.0148499	0.0041748	3.55703	0.000375137	0.028364364585584233
DRB1_1201	Albumin	-0.039602099999999994	0.0111845	-3.54081	0.000398956	0.02995364886664418
C_602	Albumin	-0.0161793	0.00459468	-3.52132	0.000429475	0.03209486644217869
B_1401	Albumin	0.0413173	0.012310799999999998	3.3562	0.000790315	0.05449308461318148
DPA1_201	Albumin	-0.0121474	0.00371318	-3.27144	0.00107015	0.07045809362723009
DPB1_2301	Albumin	0.147333	0.0453547	3.24847	0.00116041	0.0753954897118217
A_2501	Albumin	0.0355399	0.0109795	3.23693	0.00120838	0.0781956699221398
B_5701	Albumin	-0.0217633	0.00677225	-3.21359	0.0013109999999999999	0.08398965907522074
DPB1_202	Albumin	-0.0495886	0.01581	-3.13653	0.00170978	0.10573864173770349
A_3301	Albumin	0.0560318	0.0179458	3.12228	0.00179472	0.11003753907852748
DRB1_402	Albumin	-0.08073	0.025869200000000002	-3.12071	0.00180436	0.11052302333998816
DPB1_301	Albumin	-0.0164674	0.00542557	-3.03515	0.00240438	0.14186166725575292
B_2705	Albumin	-0.0201023	0.00680627	-2.95349	0.00314224	0.17945844066846547
B_5801	Albumin	0.0523339	0.0186417	2.80735	0.00499537	0.26589563123936294
B_801	Albumin	-0.0101953	0.00373756	-2.72779	0.00637635	0.3256324810319707
DPA1_103	Albumin	-0.00911077	0.00338393	-2.69236	0.00709516	0.35583041906411583
DRB1_404	Albumin	0.0183952	0.00685333	2.68412	0.00727241	0.3641507245355432
B_1402	Albumin	0.021077099999999998	0.008404799999999999	2.50774	0.012151100000000001	0.5439478843227049
A_3002	Albumin	-0.033431300000000004	0.013414099999999998	-2.49225	0.012694	0.5627568374724777
DPB1_402	Albumin	0.010199799999999998	0.00435209	2.34366	0.019096400000000003	0.7793160643327421
A_6601	Albumin	-0.057471	0.0249075	-2.30737	0.0210348	0.836615111707005
B_2702	Albumin	-0.118565	0.0519506	-2.28226	0.022474400000000002	0.8806216014975535
DPB1_1101	Albumin	-0.018208900000000004	0.00824057	-2.20966	0.027129200000000003	1.0
A_2301	Albumin	0.0222746	0.010181200000000001	2.18782	0.0286833	1.0
DRB3_202	Albumin	-0.0084586	0.00392447	-2.15535	0.0311356	1.0
C_701	Albumin	-0.00726238	0.00343883	-2.11187	0.0346982	1.0
B_3503	Albumin	0.0309618	0.015388999999999998	2.01195	0.0442266	1.0
DRB1_1502	Albumin	-0.0410647	0.020424599999999998	-2.01055	0.0443741	1.0
C_1202	Albumin	-0.03763180000000001	0.018935900000000002	-1.9873299999999998	0.046887	1.0
DQB1_303	Albumin	-0.011715600000000001	0.00589633	-1.98692	0.0469318	1.0
DQB1_601	Albumin	-0.0403096	0.020383099999999998	-1.9776	0.0479746	1.0
B_3906	Albumin	-0.031867400000000004	0.016231100000000002	-1.96335	0.0496059	1.0
DRB1_1101	Albumin	0.0165304	0.00844835	1.9566400000000002	0.0503903	1.0
B_1302	Albumin	-0.0183433	0.00958148	-1.91445	0.0555631	1.0
B_5201	Albumin	-0.0360315	0.0188767	-1.90878	0.056291499999999994	1.0
DQB1_301	Albumin	-0.00647987	0.00346474	-1.8702299999999998	0.06145269999999999	1.0
DRB1_102	Albumin	0.028851799999999997	0.0155159	1.8595	0.0629567	1.0
C_1203	Albumin	0.0142166	0.00792068	1.79488	0.0726741	1.0
B_4102	Albumin	-0.040708600000000005	0.0227048	-1.79295	0.07298160000000001	1.0
DRB4_103	Albumin	-0.00546707	0.00309436	-1.76678	0.0772655	1.0
DRB1_401	Albumin	-0.00760407	0.00430862	-1.76485	0.07758999999999999	1.0
DPB1_1901	Albumin	-0.0318678	0.0180707	-1.7635	0.0778165	1.0
A_3001	Albumin	-0.022899400000000004	0.013125799999999998	-1.7446099999999998	0.08105419999999999	1.0
DPB1_2001	Albumin	0.0812491	0.0477644	1.70104	0.0889366	1.0
B_1518	Albumin	0.067353	0.0402043	1.67527	0.0938828	1.0
DRB1_1001	Albumin	0.027904200000000004	0.017330500000000002	1.61012	0.10737200000000001	1.0
A_2402	Albumin	0.00814293	0.00512532	1.58877	0.112114	1.0
A_202	Albumin	0.08035830000000001	0.05126519999999999	1.5675	0.116998	1.0
C_1505	Albumin	0.0836636	0.05483009999999999	1.52587	0.12704400000000002	1.0
C_1402	Albumin	0.020994400000000003	0.0137786	1.52369	0.12758699999999998	1.0
A_6801	Albumin	0.011464499999999999	0.00765915	1.49684	0.134436	1.0
DQA1_103	Albumin	-0.00864006	0.0058038000000000005	-1.48869	0.13657	1.0
DPB1_1001	Albumin	0.0160184	0.010930500000000001	1.46548	0.142792	1.0
B_1501	Albumin	-0.00805557	0.00555292	-1.45069	0.146867	1.0
DPB1_401	Albumin	0.00393224	0.00275603	1.42678	0.153646	1.0
DRB4_101	Albumin	0.00709978	0.00499332	1.4218600000000001	0.155069	1.0
DQA1_301	Albumin	-0.00459632	0.00327023	-1.4055	0.15987300000000002	1.0
DPB1_1301	Albumin	0.0152327	0.0110072	1.38389	0.166393	1.0
A_2608	Albumin	0.0696717	0.0504779	1.38024	0.167514	1.0
B_5101	Albumin	0.00977173	0.00715079	1.3665200000000002	0.171776	1.0
B_3501	Albumin	0.00839304	0.00648444	1.29434	0.19555	1.0
DQB1_202	Albumin	0.00962108	0.0075315	1.27745	0.20144600000000001	1.0
B_1517	Albumin	0.040768599999999995	0.0320144	1.27345	0.20286099999999999	1.0
B_5501	Albumin	0.0124197	0.00981943	1.26481	0.20594	1.0
A_3101	Albumin	0.010218799999999998	0.00811355	1.25947	0.207862	1.0
DPA1_104	Albumin	-0.0230454	0.019202599999999997	-1.20012	0.230094	1.0
C_1701	Albumin	0.028010400000000005	0.0233797	1.1980600000000001	0.230893	1.0
A_2901	Albumin	0.0543978	0.0456829	1.19077	0.233746	1.0
DPB1_201	Albumin	0.00540546	0.0045471	1.18877	0.234531	1.0
DRB1_803	Albumin	0.031848400000000006	0.026810300000000002	1.18792	0.23486700000000002	1.0
DRB1_403	Albumin	0.0552331	0.0477097	1.1576899999999999	0.246991	1.0
A_3303	Albumin	0.0344133	0.031230599999999997	1.10191	0.270502	1.0
DRB4_9901	Albumin	-0.00303243	0.0027660999999999996	-1.09628	0.272955	1.0
DPB1_501	Albumin	0.0102294	0.00933125	1.09626	0.272968	1.0
C_702	Albumin	-0.00382143	0.0036055999999999996	-1.05986	0.289209	1.0
B_3801	Albumin	-0.016896400000000002	0.016017	-1.05491	0.291468	1.0
DRB1_1301	Albumin	-0.00632545	0.0060544	-1.04477	0.296131	1.0
DQA1_601	Albumin	0.0270834	0.0262999	1.02979	0.303108	1.0
DRB5_202	Albumin	0.016606299999999997	0.0161418	1.02878	0.303586	1.0
A_302	Albumin	-0.041715800000000004	0.0407335	-1.0241200000000001	0.305782	1.0
DQB1_503	Albumin	-0.00918978	0.00900845	-1.02013	0.307668	1.0
B_5601	Albumin	-0.0264806	0.0264348	-1.00173	0.316473	1.0
B_4501	Albumin	-0.0162033	0.016247499999999998	-0.9972790000000001	0.31863	1.0
B_5108	Albumin	-0.0551332	0.0553316	-0.9964139999999999	0.31905	1.0
DRB1_1102	Albumin	0.0308563	0.030976999999999998	0.9961030000000001	0.319201	1.0
A_3201	Albumin	0.00697036	0.00716636	0.97265	0.330728	1.0
DRB1_407	Albumin	-0.0318808	0.0332036	-0.9601629999999999	0.336974	1.0
DRB1_1601	Albumin	0.0175771	0.018533400000000002	0.9484	0.342927	1.0
B_4701	Albumin	0.0225224	0.023782499999999998	0.947018	0.34363	1.0
A_101	Albumin	-0.00310648	0.00332035	-0.9355899999999999	0.349485	1.0
DPB1_1701	Albumin	0.011679	0.012527600000000002	0.932256	0.35120500000000004	1.0
DQB1_502	Albumin	0.015387600000000001	0.016550799999999997	0.929718	0.352518	1.0
DRB1_801	Albumin	-0.0093213	0.0101238	-0.920732	0.357191	1.0
DPB1_901	Albumin	-0.026698700000000002	0.029521600000000002	-0.904378	0.365796	1.0
B_4901	Albumin	-0.010815	0.0124432	-0.869152	0.384765	1.0
B_1801	Albumin	-0.00608478	0.00712804	-0.85364	0.393305	1.0
C_303	Albumin	0.00491476	0.00578793	0.849139	0.395804	1.0
DQB1_504	Albumin	0.029523400000000005	0.0352948	0.8364790000000001	0.402886	1.0
DRB1_804	Albumin	0.0374207	0.0457815	0.817376	0.413714	1.0
B_4405	Albumin	0.032178700000000005	0.0393899	0.816928	0.41397	1.0
A_3402	Albumin	0.033987699999999996	0.043396199999999996	0.783194	0.433514	1.0
DQB1_603	Albumin	-0.00443191	0.00606686	-0.7305119999999999	0.465078	1.0
A_3004	Albumin	0.029538099999999998	0.0424504	0.695828	0.486537	1.0
DRB1_1401	Albumin	-0.00657577	0.0098008	-0.670942	0.502258	1.0
B_3508	Albumin	0.028789799999999997	0.044939	0.640642	0.521756	1.0
DRB1_103	Albumin	0.00657301	0.010281100000000001	0.639328	0.52261	1.0
DRB1_1104	Albumin	0.00827284	0.0139351	0.59367	0.552733	1.0
B_1503	Albumin	-0.0309882	0.0549147	-0.564297	0.572553	1.0
DPA1_202	Albumin	0.00412635	0.00762973	0.540826	0.5886279999999999	1.0
A_2601	Albumin	0.00553837	0.0103541	0.534898	0.592721	1.0
A_201	Albumin	0.00151859	0.00296532	0.512115	0.608571	1.0
A_1101	Albumin	-0.0027994	0.00552609	-0.506579	0.612451	1.0
C_501	Albumin	0.00206478	0.00412619	0.500408	0.616788	1.0
DPB1_1501	Albumin	-0.00762901	0.0158797	-0.48042399999999996	0.630926	1.0
B_3701	Albumin	0.00534738	0.0115284	0.463843	0.64276	1.0
B_4101	Albumin	0.013363900000000001	0.0300344	0.444953	0.656354	1.0
DQA1_401	Albumin	-0.00419655	0.00951656	-0.44097299999999995	0.659233	1.0
B_5001	Albumin	-0.006114199999999999	0.0144447	-0.423284	0.672088	1.0
DQB1_604	Albumin	0.00334727	0.00806852	0.41485500000000003	0.678248	1.0
A_301	Albumin	-0.00146757	0.00372815	-0.39364499999999997	0.6938439999999999	1.0
DRB1_1303	Albumin	0.00563295	0.014510200000000001	0.388206	0.697864	1.0
DRB1_1302	Albumin	0.00256854	0.00690258	0.372113	0.709809	1.0
DRB1_701	Albumin	-0.00133192	0.00372727	-0.35734499999999997	0.720834	1.0
B_3502	Albumin	-0.0132654	0.040174	-0.330198	0.741251	1.0
C_1502	Albumin	0.0032227	0.010215	0.315486	0.752393	1.0
DQA1_201	Albumin	-0.00113896	0.00372794	-0.305519	0.759971	1.0
DPA1_105	Albumin	0.0162602	0.0559341	0.29070300000000004	0.771278	1.0
C_102	Albumin	0.00196282	0.00723016	0.271477	0.786024	1.0
DRB1_405	Albumin	0.00527142	0.0196254	0.268602	0.7882359999999999	1.0
DRB1_1103	Albumin	0.0072486	0.0284853	0.25446799999999997	0.799134	1.0
DQB1_302	Albumin	0.00108559	0.00429709	0.252634	0.800552	1.0
B_705	Albumin	0.00919354	0.0366124	0.251104	0.8017340000000001	1.0
C_1602	Albumin	-0.00792957	0.0322958	-0.24553000000000003	0.8060470000000001	1.0
DQB1_402	Albumin	-0.00224417	0.00939029	-0.238988	0.8111149999999999	1.0
DRB3_301	Albumin	0.00161076	0.00693191	0.232368	0.8162520000000001	1.0
B_702	Albumin	0.000680175	0.0037034999999999998	0.183657	0.854282	1.0
DRB1_901	Albumin	0.00203429	0.0115543	0.176063	0.860244	1.0
B_4002	Albumin	0.00262424	0.0150879	0.17393	0.86192	1.0
DPB1_1401	Albumin	-0.00254494	0.0158826	-0.160234	0.872697	1.0
A_211	Albumin	0.00842644	0.053563	0.157318	0.874994	1.0
C_302	Albumin	0.00550916	0.037135699999999994	0.148352	0.882065	1.0
A_6802	Albumin	-0.00244083	0.017247099999999998	-0.141521	0.887458	1.0
DQB1_609	Albumin	-0.00184381	0.013183700000000001	-0.139855	0.888775	1.0
B_5301	Albumin	0.00341434	0.0273113	0.12501600000000002	0.9005110000000001	1.0
A_206	Albumin	-0.00335872	0.0316293	-0.10619	0.915432	1.0
DRB1_806	Albumin	0.00592847	0.056554499999999994	0.10482799999999999	0.9165129999999999	1.0
DQA1_303	Albumin	-0.00397496	0.04485019999999999	-0.0886274	0.929378	1.0
DQB1_304	Albumin	0.00125993	0.038851800000000006	0.032429	0.9741299999999999	1.0
C_1604	Albumin	0.00162046	0.056285699999999994	0.028789999999999996	0.977032	1.0
B_3901	Albumin	0.00047029	0.017106299999999998	0.0274922	0.978067	1.0
A_205	Albumin	0.000226228	0.0154408	0.0146513	0.98831	1.0
DPB1_1601	Albumin	-0.000131087	0.031463200000000004	-0.00416637	0.996676	1.0
DRB3_9901	Alkaline_phosphatase	-0.0205068	0.00266002	-7.709239999999999	1.2694e-14	4.577932026180605e-12
DQA1_301	Alkaline_phosphatase	0.023149799999999998	0.0031258	7.40605	1.30432e-13	4.27187887845553e-11
DRB3_202	Alkaline_phosphatase	-0.0213184	0.00375322	-5.68002	1.34795e-08	2.221999334020447e-06
DQB1_302	Alkaline_phosphatase	0.0225232	0.00411012	5.47994	4.25792e-08	6.5640824322162875e-06
DPA1_103	Alkaline_phosphatase	-0.0172794	0.00323549	-5.34058	9.271399999999999e-08	1.3619298221182523e-05
DRB1_401	Alkaline_phosphatase	0.0219224	0.00411723	5.32456	1.0127e-07	1.4774710561155086e-05
DRB4_103	Alkaline_phosphatase	0.0156888	0.00295941	5.30132	1.15048e-07	1.667117442078156e-05
B_2705	Alkaline_phosphatase	0.032693599999999996	0.00651197	5.02053	5.15561e-07	6.672509935736824e-05
DRB3_101	Alkaline_phosphatase	-0.016509700000000002	0.00336223	-4.91034	9.09619e-07	0.00011164741768465959
DQA1_501	Alkaline_phosphatase	-0.014825	0.00303032	-4.8922300000000005	9.97493e-07	0.00012140541270297228
DPA1_202	Alkaline_phosphatase	-0.034998800000000004	0.00729497	-4.79766	1.6060499999999999e-06	0.00019021756742082152
DQB1_501	Alkaline_phosphatase	0.0182786	0.00384408	4.755	1.9853099999999997e-06	0.00023045919846223113
DPB1_301	Alkaline_phosphatase	0.023499799999999998	0.00518612	4.53129	5.864880000000001e-06	0.0006338164896620859
